cat: workclass, var: State-gov, precision 0.67, recall 0.64, F1 0.65 
cat: workclass, var: Private, precision 0.70, recall 0.60, F1 0.64 
cat: workclass, var: Self-emp-not-inc, precision 0.78, recall 0.60, F1 0.68 
cat: workclass, var: Self-emp-inc, precision 0.79, recall 0.78, F1 0.78 
cat: workclass, var: ?, precision 0.57, recall 0.39, F1 0.46 
cat: workclass, var: Local-gov, precision 0.73, recall 0.65, F1 0.69 
cat: workclass, var: Federal-gov, precision 0.73, recall 0.78, F1 0.75 
cat: workclass, var: Never-worked, precision 1.00, recall 1.00, F1 1.00 
cat: workclass, var: Without-pay, precision 1.00, recall 1.00, F1 1.00 
cat: education, var: Doctorate, precision 0.81, recall 0.89, F1 0.84 
cat: education, var: 11th, precision 1.00, recall 0.27, F1 0.43 
cat: education, var: HS-grad, precision 0.60, recall 0.41, F1 0.48 
cat: education, var: Bachelors, precision 0.73, recall 0.75, F1 0.74 
cat: education, var: Assoc-acdm, precision 0.62, recall 0.61, F1 0.62 
cat: education, var: Assoc-voc, precision 0.69, recall 0.47, F1 0.56 
cat: education, var: 10th, precision 0.50, recall 0.24, F1 0.32 
cat: education, var: 12th, precision 1.00, recall 0.00, F1 0.00 
cat: education, var: Masters, precision 0.81, recall 0.84, F1 0.82 
cat: education, var: Some-college, precision 0.66, recall 0.51, F1 0.57 
cat: education, var: 9th, precision 1.00, recall 0.00, F1 0.00 
cat: education, var: 7th-8th, precision 1.00, recall 0.14, F1 0.25 
cat: education, var: 1st-4th, precision 1.00, recall 1.00, F1 1.00 
cat: education, var: Prof-school, precision 0.87, recall 0.90, F1 0.89 
cat: education, var: 5th-6th, precision 1.00, recall 0.50, F1 0.67 
cat: education, var: Preschool, precision 1.00, recall 1.00, F1 1.00 
cat: marital-status, var: Married-civ-spouse, precision 0.71, recall 0.67, F1 0.69 
cat: marital-status, var: Never-married, precision 0.68, recall 0.34, F1 0.45 
cat: marital-status, var: Divorced, precision 0.85, recall 0.38, F1 0.53 
cat: marital-status, var: Separated, precision 0.86, recall 0.33, F1 0.48 
cat: marital-status, var: Widowed, precision 1.00, recall 0.23, F1 0.37 
cat: marital-status, var: Married-spouse-absent, precision 0.67, recall 0.29, F1 0.40 
cat: marital-status, var: Married-AF-spouse, precision 1.00, recall 0.50, F1 0.67 
cat: occupation, var: Exec-managerial, precision 0.78, recall 0.79, F1 0.78 
cat: occupation, var: Other-service, precision 0.67, recall 0.18, F1 0.29 
cat: occupation, var: Farming-fishing, precision 0.62, recall 0.37, F1 0.47 
cat: occupation, var: Sales, precision 0.65, recall 0.62, F1 0.64 
cat: occupation, var: ?, precision 0.57, recall 0.39, F1 0.46 
cat: occupation, var: Protective-serv, precision 0.72, recall 0.46, F1 0.56 
